item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
RN_MED-S3-73,"What is currently recognized as the most common global underlying cause of chronic peptic ulcer disease (PUD), responsible for both gastric and duodenal ulceration?",Chronic smoking,incorrect — smoking may worsen mucosal injury but is not the leading international cause of PUD.,Emotional stress,incorrect — stress can aggravate dyspepsia but rarely causes true chronic ulcer disease.,Helicobacter pylori infection,correct — primary global cause of chronic gastric and duodenal ulcers.,Excessive alcohol consumption,incorrect — alcohol irritates the stomach but does not typically cause chronic ulceration.,C,"H. pylori weakens the gastric mucosal barrier through urease production, inflammation, and epithelial damage. This increases vulnerability to acid, leading to chronic ulcer formation. Globally, H. pylori remains the dominant etiology of both gastric and duodenal ulcers, surpassing NSAID-related disease in prevalence.",,Medical Nursing,Gastroenterology : Peptic ulcer causes,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-74,Which of the following represents the defining physiologic abnormality of nephrotic syndrome?,Significant hematuria,incorrect — more typical of nephritic syndrome.,Sustained high blood pressure,incorrect — may occur but is not the hallmark.,Massive proteinuria (>3.5 g/day),correct — cardinal feature of nephrotic syndrome.,Profuse polyuria,incorrect — nonspecific and not diagnostic.,C,"Nephrotic syndrome results from increased glomerular basement membrane permeability. This allows large plasma proteins (especially albumin) to leak into urine at levels exceeding 3.5 g/day. Resulting hypoalbuminemia reduces plasma oncotic pressure, leading to edema, hyperlipidemia, and lipiduria—the classic nephrotic pattern.",,Medical Nursing,Nephrology : Nephrotic syndrome features,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-75,A nurse is caring for a patient receiving fluid resuscitation for sepsis. Which parameter best indicates adequate perfusion?,"Warm, pink skin",incorrect — subjective and unreliable.,Urine output ≥ 0.5 mL/kg/hr,correct — key indicator of renal perfusion and circulatory adequacy.,HR 110 bpm,incorrect — tachycardia may persist even when perfusion improves.,Slightly elevated temperature,incorrect — not a perfusion marker.,B,"Adequate urine output (≥0.5 mL/kg/hr) reflects renal blood flow, a critical objective marker of improved circulation during sepsis management.",,Medical Nursing,Fluid Management : Perfusion monitoring,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-76,What is the gold standard diagnostic test for peptic ulcer disease?,Liver function test,"incorrect — assesses liver damage, not ulcers.",Esophagogastroduodenoscopy (EGD),correct — provides direct visualization and allows biopsy.,CT scan of the abdomen,incorrect — not reliable for diagnosing ulcers.,Plain X-ray of the abdomen,incorrect — rarely shows ulcers.,B,"Endoscopy allows inspection, localization, and biopsy, making it the gold standard for ulcer diagnosis.",,Medical Nursing,Gastroenterology,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-77,A patient on isoniazid therapy for latent tuberculosis begins complaining of numbness and tingling in the feet. What supplement should be given to prevent this complication?,Vitamin B6 (pyridoxine),correct — prevents INH-induced neuropathy.,Vitamin D,incorrect — not related to INH toxicity.,Folic acid,"incorrect — prevents neural tube defects, not INH neuropathy.",Iron,incorrect — unrelated to neuropathy.,A,"Isoniazid interferes with pyridoxine metabolism, leading to peripheral neuropathy. Routine supplementation with vitamin B6 prevents this complication.",,Medical Nursing,Pharmacology/Nutrition : Drug-nutrient interactions,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-78,A 58-year-old man presents with hematemesis and melena. He has a history of NSAID use for osteoarthritis. What is the most common cause of upper gastrointestinal bleeding worldwide?,Mallory-Weiss tear,incorrect — causes minor tears from retching.,Gastric cancer,incorrect — less common cause.,Peptic ulcer disease,correct — most common global source of UGIB.,Variceal rupture,incorrect — severe but less common overall.,C,"Peptic ulcer disease (gastric or duodenal) causes arterial erosion and bleeding, often triggered by NSAIDs or H. pylori. It is the leading cause of upper GI bleeding worldwide.",,Medical Nursing,Gastroenterology : Upper GI bleeding,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-79,A child weighs 20 kg and is prescribed amoxicillin 25 mg/kg/day in 2 divided doses. What is one dose?,100 mg per dose,incorrect — too low.,150 mg per dose,incorrect — still low.,250 mg per dose,correct — matches weight-based dosing.,500 mg per dose,incorrect — double the required amount.,C,Daily dose: 20 kg × 25 mg = 500 mg/day. Divided into 2 doses → 250 mg per dose.,,Medical Nursing,Pediatric Calculations : Weight-based dosing,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-80,"A 49-year-old woman suddenly collapses. She is hypotensive, tachycardic, has absent breath sounds on the left, tracheal deviation to the right, and distended neck veins. What is the likely diagnosis?",Tension pneumothorax,correct — obstructive shock due to intrathoracic pressure.,Cardiac tamponade,incorrect — equal breath sounds expected.,Septic shock,incorrect — warm flushed skin in early phase.,Anaphylactic shock,incorrect — airway edema + hives.,A,Tension pneumothorax traps air under pressure → ↓ venous return → obstructive shock. Classic signs: unilateral absent breath sounds + tracheal deviation + JVD.,,Medical Nursing,Emergency Medicine : Obstructive shock,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-81,A patient requires potassium chloride (KCl) 20 mEq in 100 mL NS to infuse over 1 hour using a pump. What should the pump rate be set to?,25 mL/hr,incorrect — one-quarter of the needed rate.,50 mL/hr,incorrect — half of required.,75 mL/hr,incorrect — still low.,100 mL/hr,correct — needed to infuse entire volume in 1 hour.,D,Volume (100 mL) ÷ time (1 hr) = 100 mL/hr.,,Medical Nursing,IV Pump Calculations : Potassium infusion,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-82,Which diagnosis best fits a patient presenting with severe epigastric pain radiating to the back and elevated serum amylase?,Appendicitis,"incorrect — causes right lower quadrant pain, not epigastric pain radiating to the back.",Gastritis,incorrect — causes burning epigastric pain but does not elevate amylase significantly.,Acute pancreatitis,correct — characterized by severe epigastric pain radiating to the back and high amylase/lipase levels.,Peptic ulcer disease,incorrect — may cause epigastric pain but rarely raises amylase.,C,"In acute pancreatitis, inflammation of the pancreas releases digestive enzymes (amylase, lipase) into the bloodstream. The classic pattern is sudden severe epigastric pain radiating to the back due to retroperitoneal irritation.",,Medical Nursing,Gastroenterology : Pancreatitis,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-83,A 70-year-old COPD patient presents with worsening breathlessness. Oxygen is started. What is the preferred target saturation to avoid suppressing their hypoxic drive?,100%,incorrect — risk of CO₂ retention and respiratory depression.,98–100%,incorrect — too high for COPD patients.,88–92%,correct — recommended safe range.,80–85%,incorrect — dangerously low.,C,COPD patients may retain CO₂; excessive oxygen can suppress respiratory drive. Targeting 88–92% maintains oxygenation without worsening hypercapnia.,,Medical Nursing,Respiratory : COPD management,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-84,A 60-year-old man treated for severe sepsis develops hearing loss and tinnitus after several days in hospital. Which drug is most likely responsible?,Penicillin,incorrect — not ototoxic.,Gentamicin,correct — aminoglycosides damage inner ear hair cells.,Metronidazole,incorrect — neurotoxicity possible but no ototoxicity.,Ciprofloxacin,"incorrect — may cause tendonitis, not hearing loss.",B,"Aminoglycosides (e.g., gentamicin) accumulate in the inner ear, damaging cochlear and vestibular hair cells. Ototoxicity risk increases with prolonged therapy or renal impairment.",,Medical Nursing,Pharmacology : Drug toxicities,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-85,What is the most common renal-related cause of secondary hypertension?,Primary aldosteronism,"incorrect — is endocrine, not renal.",Renal artery stenosis,"correct — reduced renal perfusion activates the RAAS pathway, raising blood pressure.",Cushing syndrome,incorrect — endocrine cause of hypertension.,Pheochromocytoma,"incorrect — causes episodic hypertension, not the most common cause.",B,"Renal artery stenosis decreases kidney blood flow, prompting renin release and persistent activation of the RAAS system, resulting in secondary hypertension.",,Medical Nursing,Cardiology : Secondary hypertension causes,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-86,"A 22-year-old woman reports persistent tiredness, reduced exercise tolerance, and dizziness on mild exertion. Examination reveals pallor and tachycardia. What is the cardinal symptom most associated with anemia?",Fatigue,correct — reduced oxygen delivery → tiredness and weakness.,Cough,incorrect — respiratory symptom.,Fever,incorrect — suggests infection.,Polyuria,incorrect — not linked to anemia.,A,"Anemia reduces hemoglobin concentration, limiting oxygen delivery to tissues. The body responds with fatigue, dyspnea on exertion, and compensatory tachycardia.",,Medical Nursing,Hematology : Anemia presentations,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-87,"A 45-year-old woman with pneumonia shows BP 94/60 mmHg, RR 28, confusion, and SpO₂ 90% on room air. qSOFA score is 3. What is the nurse’s priority action?",Obtain a urine sample,incorrect — needed but not a priority.,Start broad-spectrum IV antibiotics immediately,correct — time-critical intervention; must be started within 1 hour.,Prepare for discharge planning,incorrect — unsafe.,Start oral paracetamol only,incorrect — does not treat the infection source.,B,Sepsis bundles require antibiotics within 1 hour to reduce mortality. A qSOFA ≥2 identifies high risk for deterioration and prompts immediate treatment.,,Medical Nursing,Infectious Disease : Sepsis bundle actions,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-88,A male patient with recent gonococcal urethritis now presents with acute knee arthritis and conjunctivitis. Which diagnosis best explains this post-infectious triad?,Reiter’s syndrome (Reactive arthritis),"correct — classic post-infectious triad: urethritis, conjunctivitis, and arthritis.",Acute gout,incorrect — affects joints but is not linked to preceding urethritis or eye involvement.,Osteoarthritis,incorrect — degenerative and not inflammatory or post-infectious.,Rheumatoid arthritis,"incorrect — autoimmune and symmetrical, not triggered by infection.",A,"Reactive arthritis is a seronegative spondyloarthropathy triggered by infections such as Chlamydia or Neisseria gonorrhoeae. The triad “can’t pee, can’t see, can’t climb a tree” describes urethritis, conjunctivitis, and arthritis caused by an immune reaction to the initial infection rather than direct joint infection.",,Medical Nursing,Rheumatology/Infectious Disease : Reactive arthritis,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-89,Which of the following is typically one of the earliest motor signs of Parkinson's disease?,Postural instability,"incorrect — appears in later stages, not early.",Memory loss,incorrect — a non-motor symptom that appears later.,Resting tremor,"correct — classic early motor sign, often unilateral at onset.",Freezing of gait,incorrect — typically a late-stage phenomenon.,C,Resting tremor is the earliest and most common initial motor symptom due to loss of dopaminergic neurons in the basal ganglia.,,Medical Nursing,Neurology,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-90,"What is the typical presentation of Guillain-Barré syndrome, a post-infectious autoimmune neuropathy?",Hemiparesis,incorrect — suggests stroke.,Ascending flaccid paralysis,correct — classic progressive weakness beginning in the legs and moving upward.,Seizures,incorrect — not characteristic of GBS.,Dementia,incorrect — unrelated neurological condition.,B,"GBS causes autoimmune attack on peripheral myelin, slowing nerve conduction. This produces rapid, symmetrical, ascending flaccid paralysis, often starting in the feet and progressing proximally. Respiratory muscle involvement is life-threatening. Deep tendon reflexes are typically absent.",,Medical Nursing,Neurology : Guillain-Barré features,Hard,1,RN_MED-F-I1,RN_MED-F-T3
